count,route_action,speed_action,speed_reason,commentary_template
21,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
21,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
21,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Turn left. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
20,DEVIATION_DURING,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Stay on your current lane to steer clear of the parked vehicle. Decelerate to stay behind the <OBJECT>.
20,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Accelerate to follow the <OBJECT>.
20,GO_AROUND,SLOW_DOWN,VEHICLE,Return to your original route after avoiding the obstacle. Decelerate due to the <OBJECT>.
20,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
20,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
20,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Decelerate.
19,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed due to the <OBJECT>. Pay attention to the walker and brake if necessary.
19,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the stationary <OBJECT> at <DISTANCE>. Pay attention to the walker and brake if necessary.
19,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
19,DEVIATION_DURING,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Stay on your current lane to steer clear of the parked vehicle. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
19,GO_AROUND,SLOW_DOWN,VEHICLE,Return to your original route after avoiding the obstacle. Decelerate due to the <OBJECT> in <DISTANCE>.
19,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
19,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to drive closer to the stationary <OBJECT>.
19,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
19,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Turn right. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
19,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Turn right. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
19,OVERTAKE,SLOW_DOWN,VEHICLE,Stay on your current lane to overtake the bikes on your lane. Decelerate due to the <OBJECT>.
18,GO_AROUND,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Maintain the reduced speed to stay behind the <OBJECT>.
18,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
18,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to drive closer to the stationary <OBJECT> at <DISTANCE>.
18,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Turn right. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
18,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Accelerate to follow the <OBJECT> in <DISTANCE>.
18,OTHER,INCREASE_SPEED,PEDESTRIAN,Turn left. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the junction is clear. Pay attention to the pedestrian on the exit of the junction.
17,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
17,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Turn right. Decelerate to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
17,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN," Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
17,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed due to the <OBJECT>.
17,GO_AROUND,INCREASE_SPEED,COLLISION_AVOIDANCE,Turn left. Accelerate to avoid a collision with the <OBJECT>.
17,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
17,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn left. Decelerate. Pay attention to the walker and brake if necessary.
17,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
17,OVERTAKE,SLOW_DOWN,VEHICLE,Stay on your current lane to overtake the bikes on your lane. Decelerate due to the <OBJECT> in <DISTANCE>.
16,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Maintain the reduced speed to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
16,FOLLOW_ROUTE,REMAIN_STOPPED,JUNCTION_NOTICE,Follow the route. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
16,OTHER,STOP,VEHICLE,Turn right. Stop now due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
16,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn right. Remain stopped to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
16,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Prepare to steer clear of the oncoming traffic entering your lane due to the construction cones. Maintain the reduced speed.
16,GO_AROUND,MAINTAIN_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
16,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to avoid the vehicle that is opening its door. Decelerate to drive according to the speed limit.
16,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
16,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
16,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Return to your original route after avoiding the obstacle. Maintain the reduced speed due to the <OBJECT>.
16,GO_AROUND,SLOW_DOWN,COLLISION_AVOIDANCE,Turn left. Decelerate to avoid a collision with the <OBJECT>.
16,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to go around the construction site. Maintain your current speed because the traffic light is green.
15,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>.
15,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed because the other vehicles are stopped at the junction and the junction is clear.
15,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
15,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Maintain your current speed to stay behind the <OBJECT>.
15,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
15,OTHER,SLOW_DOWN,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Decelerate due to the <OBJECT> in <DISTANCE>.
15,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
15,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Turn right. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
15,GO_AROUND,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to avoid the <OBJECT> that is crossing the road.
14,GO_AROUND,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to avoid a collision with the <OBJECT>.
14,FOLLOW_ROUTE,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain your current speed to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
14,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed since you cleared the <OBJECT>.
14,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
14,GO_AROUND,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
14,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW, Decelerate to stay behind the <OBJECT> in <DISTANCE>.
14,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear.
14,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
14,OTHER,SLOW_DOWN,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Decelerate to drive according to the speed limit.
14,DEVIATION_DURING,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to steer clear of the parked vehicle. Accelerate to follow the <OBJECT>.
14,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
13,FOLLOW_ROUTE,MAINTAIN_SPEED,JUNCTION_NOTICE,Follow the route. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
13,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear.
13,DEVIATION_DURING,MAINTAIN_REDUCED_SPEED,VEHICLE,Stay on your current lane to steer clear of the parked vehicle. Maintain the reduced speed.
13,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Turn left. Accelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
13,GO_AROUND,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
13,OTHER,STOP,VEHICLE,Turn right. Stop now due to the <OBJECT> intersecting your path.
13,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Return to your original route after avoiding the obstacle. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
13,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
13,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Prepare to give way to the emergency vehicle. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
13,GO_AROUND,INCREASE_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Accelerate to follow the <OBJECT>.
13,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Turn left. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
13,FOLLOW_ROUTE,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Accelerate because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
12,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn right. Remain stopped to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
12,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW, Decelerate to stay behind the <OBJECT>.
12,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
12,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
12,GO_AROUND,STOP,LEAD_VEHICLE_FOLLOW,Follow the route. Stop now to avoid the <OBJECT> that is crossing the road.
12,GO_AROUND,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
12,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
12,OTHER,STOP,TRAFFIC_LIGHT_RED,Turn left. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
12,OTHER,STOP,TRAFFIC_LIGHT_RED,Turn right. Stop now to stay behind the <OBJECT> that is slowing down because of a red traffic light.
12,GO_AROUND,MAINTAIN_SPEED,CONSTRUCTION,"Go around the construction site. Maintain your current speed to change to the oncoming lane, as the gap is big enough."
11,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
11,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>.
11,OTHER,SLOW_DOWN,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Decelerate due to the <OBJECT>.
11,GO_AROUND,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to avoid a collision with the <OBJECT>.
11,OTHER,SLOW_DOWN,VEHICLE,Turn left. Decelerate due to the <OBJECT>. Pay attention to the walker and brake if necessary.
11,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn right. Decelerate to drive with the target speed.
11,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
11,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Follow the route. Decelerate because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
10,FOLLOW_ROUTE,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
10,GO_AROUND,MAINTAIN_SPEED,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Maintain your current speed to drive according to the speed limit.
10,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Turn right. Stop now to stay behind the <OBJECT> in <DISTANCE>.
10,GO_AROUND,SLOW_DOWN,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Decelerate.
10,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to avoid the vehicle that is opening its door. Decelerate to drive with the target speed.
10,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the <OBJECT> on the exit of the junction.
10,GO_AROUND,INCREASE_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
10,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Accelerate to reach the speed limit.
10,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction as pay attention to the vehicles coming towards the junction. Pay attention to the <OBJECT> on the exit of the junction.
10,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed to avoid the <OBJECT> that is crossing the road.
9,OTHER,REMAIN_STOPPED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Remain stopped to drive with the target speed.
9,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Accelerate because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
9,GO_AROUND,REMAIN_STOPPED,VEHICLE,"Avoid the vehicle that is opening its door. Remain stopped to change to the oncoming lane, as the gap is big enough."
9,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear.
9,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
9,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate since you cleared the <OBJECT>. Pay attention to the walker and brake if necessary.
9,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Prepare to do a lane change. Accelerate to reach the speed limit. Pay attention to the walker and brake if necessary.
9,GIVE_WAY,INCREASE_SPEED,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Accelerate to follow the <OBJECT>.
9,FOLLOW_ROUTE,STOP,NONE_OR_UNKNOWN,Follow the route. Stop now to drive with the target speed.
9,DEVIATION_DURING,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to steer clear of the parked vehicle. Accelerate to follow the <OBJECT> in <DISTANCE>.
9,OTHER,INCREASE_SPEED,PEDESTRIAN,Turn left. Accelerate to drive through the junction as pay attention to the vehicles coming towards the junction. Pay attention to the pedestrian on the exit of the junction.
9,GO_AROUND,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
8,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Maintain your current speed to stay behind the <OBJECT>.
8,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Decelerate because the traffic light is green but pay attention to the vehicle coming towards the junction.
8,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed to drive closer to the stationary <OBJECT> at <DISTANCE>.
8,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to go around the construction site. Accelerate because the traffic light is green.
8,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
8,GO_AROUND,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Accelerate to follow the <OBJECT>.
8,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
8,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
8,GO_AROUND,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Remain stopped to stay behind the <OBJECT>.
8,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Decelerate because the traffic light is green.
8,FOLLOW_ROUTE,SLOW_DOWN,NONE_OR_UNKNOWN,Follow the route. Decelerate to drive according to the speed limit. Pay attention to the walker and brake if necessary.
8,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Accelerate to drive through the junction. Pay attention to the walker and brake if necessary.
8,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
8,OVERTAKE,MAINTAIN_REDUCED_SPEED,VEHICLE,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed due to the <OBJECT>.
8,OVERTAKE,MAINTAIN_REDUCED_SPEED,VEHICLE,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
7,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Accelerate because the traffic light is green but pay attention to the vehicle coming towards the junction.
7,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,"Exit the parking lot. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
7,DEVIATION_DURING,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Stay on your current lane to exit the parking lot. Maintain the reduced speed.
7,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed to drive through the junction. Pay attention to the walker and brake if necessary.
7,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
7,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed to drive closer to the stationary <OBJECT>.
7,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Accelerate because the traffic light is green but pay attention to the vehicle coming towards the junction.
7,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed due to the <OBJECT>. Pay attention to the walker and brake if necessary.
7,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
7,OTHER,STOP,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Stop now to stay behind the <OBJECT> that is slowing down because of a red traffic light.
7,OTHER,STOP,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
7,OTHER,SLOW_DOWN,VEHICLE,Turn left. Decelerate due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
7,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
7,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed to drive closer to the stationary <OBJECT> at <DISTANCE>.
7,OTHER,STOP,TRAFFIC_LIGHT_RED,Turn right. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
7,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Maintain the reduced speed to stay behind the <OBJECT>.
7,GO_AROUND,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
7,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Maintain the reduced speed because the traffic light is green.
7,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Turn left. Remain stopped because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
7,OTHER,MAINTAIN_SPEED,VEHICLE,"Steer clear of the parked vehicle. Maintain your current speed to change to the oncoming lane, as the gap is big enough."
6,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
6,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Follow the route. Maintain the reduced speed to drive according to the speed limit. Pay attention to the walker and brake if necessary.
6,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
6,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Stay on your current lane to avoid the accident on your lane. Decelerate because the traffic light is green.
6,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
6,FOLLOW_ROUTE,REMAIN_STOPPED,JUNCTION_NOTICE,Follow the route. Remain stopped since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
6,OTHER,MAINTAIN_SPEED,VEHICLE,Turn right. Maintain your current speed due to the <OBJECT> in <DISTANCE>.
6,OTHER,STOP,VEHICLE,Turn right. Stop now due to the <OBJECT>. Pay attention to the walker and brake if necessary.
6,GO_AROUND,INCREASE_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
6,FOLLOW_ROUTE,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Follow the route. Remain stopped because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
6,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn right. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
6,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate since you cleared the <OBJECT>. Pay attention to the walker and brake if necessary.
6,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
6,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Turn right. Stop now to stay behind the <OBJECT>.
6,OTHER,STOP,VEHICLE,Turn left. Stop now due to the <OBJECT>. Pay attention to the walker and brake if necessary.
6,OTHER,REMAIN_STOPPED,VEHICLE,Turn left. Remain stopped since you cleared the <OBJECT>.
6,GO_AROUND,INCREASE_SPEED,VEHICLE,Turn left. Accelerate to avoid the <OBJECT> that is crossing the road.
6,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Accelerate to follow the <OBJECT> in <DISTANCE>.
6,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Accelerate to follow the <OBJECT>.
